name,movie,drama
Nerd Joke Film,True,False
Compass Pictures,False,True
Emotion Studio,True,False
Hwacheon Trading,True,False
㈜디엔에이엔터테인먼트,True,False
Marehito Production,True,False
H& Entertainment,True,True
Summer Bus,True,False
Yein E&M,False,True
Biashin Pictures,True,False
TV조선,True,False
StONEwork,True,False
Maro Pictures,True,False
Sunny Entertainment,True,False
Red Nine Pictures,False,True
20th Century Fox Korea,True,False
300 & Co.,True,False
A&D Pictures,True,False
Park Chul-Soo Films Ltd.,True,False
"Pango, Ltd.",True,False
Sidus Animation,True,False
Big Punch Pictures,True,True
"Shin film Co., Ltd.",True,False
W-STORY Channel,False,True
ANDMARQ Studio,True,True
Wonbanggak Production,True,False
Yu Production,True,False
Jellybox,False,True
(주)영화사 가을,True,False
Pung-jeong,True,False
Se-gwang Film,True,False
Moon HWA Production,True,False
PINKS,True,False
Chosun Theater,True,False
Wide Release,True,False
HighZium Studio,True,True
You Cinema,True,False
Base Media Entertainment,True,False
여성영화인모임  중앙대학교 첨단영상대학원,True,False
KBS,True,True
Paperheart,True,False
"Dong Bang Enterprises Co., Ltd",True,False
Bom Film Productions,True,False
YouTube,False,True
LJ Film,True,False
제이앤비필름,True,False
Cheil Worldwide,True,False
Alarm Clock Films,True,False
Korea Copyright Commission,False,True
Sundream Motion Pictures,True,False
YLE,True,False
Core Contents Media,True,False
Dong Seong Films,True,False
Kuwol Dang Planning,True,False
Frakas Productions,True,False
AMG Entertainment,True,False
WEMAD,False,True
Sony Pictures Television Studios,False,True
Cinema Zenith Entertainment,True,False
Spectrum Films,True,False
빛그림픽처스,True,False
In & In Pictures,True,False
Monthly Film,True,False
Cion Pictures,True,False
Damhwa,True,False
OnStyle,False,True
Daeyeong Films,True,False
Beyond J,False,True
"Silver Film Co., Ltd.",True,False
Koen Media Corporation,False,True
Nexon,True,False
Cinema Angel Fund,True,False
Yoo Productions,True,False
Angel Underground,True,False
Directors,True,False
Very Good Studio,True,False
Studio DIA,False,True
Joy Rabbit,True,False
Boku Films,True,False
Kerim Film Society,True,False
PARALLAX Films,True,False
Wonder,True,False
Slingshot Studios,False,True
CS Pictures,True,True
Kyungsung Studio,True,False
K’ARTS Media Contents Center,True,False
THE KLOCKWORX,True,False
디테일스튜디오,False,True
Radio Television Hong Kong,False,True
Indecom Cinema,True,False
Bazooka Studio,False,True
Victory Contents,True,True
Cinema Takju Corp.,True,False
Trans Western Pictures,True,False
Seorabeol Productions,True,False
Mattel Entertainment,True,False
Cine Group,True,False
Duck Duck Goose,True,False
BBC,True,False
Hwarang SPC,False,True
J Communications,True,False
Miyu Productions,True,False
Hwa&Dam Pictures,True,True
Sovik Venture Capital,True,False
Korean Anti-Communist Youth Association,True,False
IFD Films & Arts Company,True,False
NewBoy,False,True
Cine City,True,False
Camp B,True,False
Korean Film Institute,True,False
Gazi Contents,False,True
KT&G Sangsangmadang,True,False
Rascal Entertainment,True,False
Kang Je-gyu Films,True,False
Ewha Film Production,True,False
Construction film company,True,False
Dong-hyeob Films,True,False
Good Player,True,False
Mizi Film,True,False
Avex Trax,True,False
CL Entertainment,True,False
ICONIX,True,True
Film Studio Gap (KR),True,False
IDIOPLAN,True,False
Korea Creative Content Agency,True,False
SRE,True,False
Viki,False,True
EchoFilm,True,False
Dreaming Oasis,True,False
HIGROUND,True,True
MK Pictures,True,False
Happinet Pictures,True,False
AIASPLUS,True,False
Seoul Film Commission,True,False
Hansol Venture Capital,True,False
Korea Film Association,True,False
CrazyBird Studio,True,False
KT Studio Genie,False,True
Docustory,True,False
Zip Cinema,True,False
Sane Company,True,False
Put Your HANDSOME,False,True
ANNEX Telecom,False,True
Seotaiji Company,True,False
Tube Entertainment,True,False
Base Story,False,True
Koo & Film,True,False
Dae Dong Films,True,False
라드필름,False,True
BM CULTURES,True,False
씨네앱스,True,False
Good Movie,True,False
SM Life Design Group,False,True
SBS Plus,False,True
Hyanglinwon,True,False
Unification Church,True,False
Backroads Pictures,True,False
Gyerim Film Company,True,False
Studio Icon,False,True
MBN,False,True
Korea Investment Partners,True,False
Mirae Asset Capital,True,False
Den Vestdanske Filmpulje,True,False
Studio Genius Woojeung,True,False
Sponge,True,False
Sun Production,True,False
RADiUS-TWC,True,False
The Unicorn,False,True
Ivanhoe Pictures,True,False
SOO NOT SUE studio,True,True
Bridge,False,True
Joong Ang Kinema Co.,True,False
FABULOUS,True,False
TV 2,True,False
Studio Nurimbo,True,False
Basara Pictures,True,False
Korean Film Council,True,False
플랫폼픽쳐스,True,False
GM Agency,False,True
ARTE France Cinéma,True,False
스튜디오 양귀비,False,True
동성제작소,True,False
Lionsgate Home Entertainment,True,False
Bae Yong-kyun Productions,True,False
Plain Archive,True,False
Synergy Media,False,True
Soojak Film,True,False
Lithium Studios,True,False
Baram Pictures,True,True
KNN,True,False
아일랜드픽처스㈜,True,False
Les Films de L'Etranger,True,False
Viktorija Film,True,False
CJ Cultural Foundation,True,False
RetroBot,True,False
(주)엔트리미디어,True,False
Kishin Yanghaeng Film Production Department,True,False
Froniter Works Comic,True,False
Merrycow,False,True
뭉클픽쳐스,True,False
Chosun District Film Department,True,False
Zininsa Film Production,True,True
Cheong Ku Films,True,False
"Koryo Films Co., Ltd",True,False
Dream Perfect Regime,True,False
Han Heung Film,True,False
72 Seconds,True,False
Seezn,True,True
INDELINE,True,False
The Eastern Sea Movie Company Limited,True,False
My Way Film Company,True,False
Green Fish Pictures,True,False
Go Go Studio,True,False
New Crayon Entertainment,True,False
Perspective Pictures,True,False
선우엔터테인먼트,True,False
"Bigson entertainment Co., Ltd.",True,False
(주)씨맥스커뮤니케이션즈,True,False
Lee Gyu-hwan Production,True,False
Storyteller Pictures,True,False
Jungang Movies,True,False
Movierock,True,True
Method Animation,False,True
동우 A&E,False,True
Hah Myung Joong Film,True,False
The Great Show,False,True
Jung Ang Culture Films,True,False
TUBAn,False,True
Bae Pictures,True,False
(주)케이알씨지,True,False
Capgen Investment Group,True,False
watcha,True,True
Gold Medalist,False,True
Korean Literature Films,True,False
J.One Film,True,False
Character Plan,True,False
Sang Sang Film,True,True
Dong-A Il'bo,True,False
DSP Media,False,True
Pyongyang Kinema,True,False
Redrover,True,False
Boda Media Group,True,False
.,False,True
Olympic Broadcasting Services,True,False
COOKIE PICTURES,True,False
Uno Film,True,False
Annapurna Films,True,True
Dream Cinema,True,False
Future Artists Entertainment,True,False
UM Productions,True,False
Pancinema,True,False
Gorilla 8 Productions,True,False
SBS Independent,True,False
(주)희원엔터테인먼트,True,False
모티브랩,True,False
CJ Entertainment,True,True
Jeong Kil-Chae Productions,True,False
Studio Hook,True,False
Anyang dmz Art Project 2010,True,False
Seoul Independent Film Festival,True,False
미디어캔,False,True
Keum Kang Kinema Co.,True,False
마고21,False,True
First Look Media,True,False
Samuel Goldwyn Films,True,False
KBS N,False,True
Korean Academy of Film Arts,True,False
Dexter Pictures,True,False
Columbia Pictures,True,False
Shinwon Production,True,False
Little Big Pictures,True,False
Keuk Dong Screen,True,False
Dream Search Contents and Company co.Ltd,True,False
Anares,True,False
Jupiter Film,True,False
Yangtze Productions Limited,True,False
China Film Co-Production Corporation,True,False
Damso Film,True,False
Arc Media,False,True
RG Prince Films,True,False
East Film,True,False
HIGHQUALITYFISH,True,False
CJ ENM,True,True
Fine Story,True,False
Dumul Pictures,True,False
The Dream & Pictures,True,False
House in Seoul,True,False
Tooniverse,True,True
UBU Film,True,False
사과나무픽쳐스,False,True
51k,True,False
Fox International Productions,True,False
프릭쇼,True,False
이홍재 필름,True,False
Four Seasons Productions,True,False
펀펀한영화사,True,False
Mongnan Pideo,True,False
K-Dragon,True,True
Wellmade Starm,True,False
DASHY FILMS,True,False
Dream Engine Studio,True,False
Dongwon Entertainment,True,False
PF Entertainment,False,True
(주)영화사가을,True,False
Bombaram Film,True,False
iNew Company,True,False
Audioworks Producers Group,True,False
민족문제연구소,True,False
Fiveday,True,False
Film Monster,True,True
21 Century Shengkai Film,True,False
Samsung Electronics,True,False
Indiecom,True,False
가지컨텐츠,False,True
타임스토리그룹,True,False
AMUSE,True,False
Mattel,True,False
빅씨이벤트,True,False
Korea Development,True,False
News World Communications,True,False
Cineport,True,False
CJeS Studios,True,True
Recorded Picture Company,True,False
Cinedigm,True,False
Daeyoung Film,True,False
Hanmaek Movies,True,False
송지나,False,True
문성동화,False,True
WAW Pictures,True,False
Takgu Film,True,False
Lu Film,True,False
Beauvoir Films,True,False
Wire to Wire Film,True,False
JS Pictures,False,True
Eun-yeong Co.,True,False
Mumyeong Film Institute,True,False
Hardcut,False,True
Pink Robot Film,True,False
Key Plus Pictures,True,False
Dijital Sanatlar,True,False
IST Entertainment,True,False
East Gate Company,True,False
BULITTFILM,True,False
Ex-kinema,True,False
Hyundai Card,True,False
WithUs Films,True,False
Daelim Films,True,False
Pandora Film,True,False
Mofac,True,False
Eight Works,False,True
Younggu-Art Movies,True,False
EO Contents Group,False,True
Toseonghoe,True,False
청강문화산업대학교,True,False
Tencent,False,True
Art Wing,True,False
Ohspring Film,True,False
Hyungseul Networks,True,False
Jin Pictures,True,False
CJ ENM Studios,True,True
Number 3 Pictures,True,True
BUM 영화제작소,True,False
Studio Shelter,False,True
Warner Bros. Pictures,True,False
SSAnimnet Inc.,True,False
One Way Productions,True,False
Silver Spoon,True,False
MBC,True,True
Venture Life Co.LTD,True,False
Det Danske Filminstitut,True,False
Oh-seong Films,True,False
Kyeong Sung Studio,True,False
Luz y Sonidos,True,False
Busan Film Commission,True,False
浙江天意影视有限公司,False,True
The Secret Garden,True,False
Silkwood,False,True
"Chaiyo Productions Co., Ltd.",True,False
(주)레드언더미디어,True,False
HANAFILMS,True,False
Asso Asia Films,True,False
Well Go USA Entertainment,True,False
STRONGBERRY,True,True
Serendipity Films,True,False
Soandbrad,True,False
Galleon Entertainment,True,False
Kick the Machine,True,False
"Windwellers Films Co., Ltd.",True,False
KQ Entertainment,True,False
Art Film History,True,False
CreativeEAST,True,False
chinese tv,False,True
Content K,True,True
"Dong Yang Films Co., Ltd",True,False
Wildholic,True,False
Zèro,True,False
코라필름,True,False
The Foul King 2000,True,False
Canal+,True,False
씨네힐,True,False
Motis Productions,True,False
SHINCOM Entertainment,True,False
와이낫필름,True,False
Cowell Investment Capital Co.,True,False
White Lee Entertainment,True,False
Whale Films,True,False
Mapofilm,True,False
AXN Korea,False,True
Ozone Film,True,False
CAC Entertainment,True,False
302 Planet,True,False
Samgeori Pictures,True,False
Mocushura,True,False
Jeon Cine,True,False
Zagtoon,False,True
W-Pictures,True,False
(주)파란프로덕션,True,False
스페이스코리아,False,True
Seasonal Film Corporation,True,False
Gummy Film,True,False
Zorba Production,True,False
Big Hit Entertainment,True,False
DOO ENTERTAINMENT COMPANY,True,False
MBC PLUS,False,True
Mondo TV,True,False
Kross Pictures,True,True
Enlightenment Culture Association,True,False
"Hwang Ki Sung Films Co., Ltd",True,False
Big Picture,True,False
Athletic Film,True,False
See At Film,True,True
Milk Pictures,True,False
DR Movie,False,True
People Story Company,False,True
"Dansung Cinema Co., Ltd.",True,False
Asia Culture Center,True,False
A-seong Kinema,True,False
JK Film,True,False
E-dehi Animation Studio,True,False
Taeyang Films,True,False
Young Jin Creative,True,False
The Handsome,False,True
Lee Keong Son Production,True,False
Project Boo,True,False
Value Players (KR),True,False
Pan Film,True,False
지오필름,True,False
Vandertastic Films,True,False
Simple Pictures,True,False
New World,True,False
HAJUNSA,True,False
Film Run,True,False
Vive Studios,False,True
Fortune Star Films Co. (H.K.),True,False
Urban Works Entertainment,False,True
Gulliver Pictures (kr),True,False
Gyeong-son Lee Productions,True,False
The French Connection,True,False
BANDAL Doc.,True,False
Kidari ENT,True,False
Clarendon Work Films,True,False
Imagine Asia,False,True
Dolby,True,False
Indieplug,True,False
JOY N CINEMA,True,False
Hidden Sequence,False,True
Loen Entertainment,False,True
Wonsanman Production,True,False
Destination Films,True,False
We Pictures,True,False
Anyang Films,True,False
ANYDOKO Studios,True,False
Fine Communications,True,False
DK Film Production,True,False
131online,True,False
cinemacircle,True,False
LEE'z Film,False,True
Cinezoo,True,False
Ho Film,True,False
Korea Art Films,True,False
Egg Film,True,False
단테미디어랩,True,False
Golden Tide Pictures,True,False
Liveworks Company,True,False
Junglim ENC,True,False
깜보스튜디오,True,False
Off The Record Entertainment,True,False
伊犁首影文化传媒有限公司,True,False
Diaphana Films,True,False
NESTLE,True,False
Shin Seung-soo Productions,True,False
Oh-hyang Films,True,False
환타지엔터테인먼트,True,False
Goryeo Film Company,True,False
GoyA,True,False
Kabjong Film,True,False
Hansung Films,True,False
Yong-Sung Cinecom,True,False
UAA Films,False,True
Twon Media,False,True
Soo Film,True,True
iFilm,True,False
Shinheung Productions,True,False
M-Line Distribution,True,False
Silk Road,True,False
KBS Media,True,True
"Sam Young Films Co., Ltd",True,False
Golden Story Pictures,True,False
Hwapung Films,True,False
Studio M,False,True
Seoseon Kinema,True,False
Story Empathy,True,False
Seo Se-won Productions,True,False
Apollo Pictures,False,True
Geugdong kinemasa,True,False
Story & Pictures Media,False,True
ANDu Entertainment,True,True
Hyo Seong Films Co.,True,False
Sungwon I Com,True,False
BeLief,True,False
United Pictures,True,False
World Health Organization,True,False
Golden Thumb Pictures,False,True
한맥문화,True,False
Hangil Production,True,False
Ghostpictures,True,False
Library Pictures International,True,False
DramaHouse,True,True
유비네트워크,True,False
Naver Webtoon,True,False
Azit Film,True,False
Forged Films,True,False
Storm Pictures Korea,True,False
Lian Contents,False,True
Lee Ki-jin Media,False,True
Hello I Am Newtopia,False,True
KEYEAST,True,True
Shinhan Production,True,False
Dae Yeong Production,True,False
Zanybros,True,True
Twin Plus Partners,True,False
Crank-Up Film,True,False
Cine Factory,True,False
Studio Dream Capture,True,False
Children Playing Around the Fire Pot,True,False
Saerom Entertainment,True,False
Blue Plan'It,True,True
Dadong Cinema,True,False
Shin Cine Communications,True,False
Shin Han Films,True,False
26 Company,True,False
Epiphany Film,True,False
주식회사 플릭스코,True,False
Injeong Cinema,True,False
Morning Calm Entertainment Group Inc.,True,False
"Buk Sam Industrial Films Co., Ltd",True,False
Production H,False,True
IDOLROMANCE,False,True
GREEN NARAE MEDIA,True,False
Keuk Dong Entertainment,True,False
STUDIO BONANZA,True,False
Vanguard Studio,True,False
Dolphiners Film,True,False
Sega Sammy Entertainment,True,False
JCONCOMPANY,True,False
"Hap Dong Films Co., Ltd",True,False
Good Choice Cut Pictures,True,False
RadicalMedia,True,False
VOOZ,False,True
B&C CONTENT,True,False
OLM,True,False
Chung Gi Tak Production,True,False
Junes Entertainment,True,False
Gwangju MBC,True,False
The Daesung Group,True,False
Democratic People's Redmz of Korea,True,False
Studio Pivote,True,False
The Wave E&m,True,False
"Seoul National University, South Korea",True,False
Samhyung Entertainment (KR),True,False
미스터해피픽쳐스,True,False
Yuehua Entertainment,False,True
STORYPOOL,True,False
Achim Pictures,True,False
DGC,True,False
MKIM & CO,True,False
iVision Entertainment,True,False
Vill Lee Film,True,False
Binge Works,False,True
BARIM,True,False
Saehan Film Co.,True,False
Oscilloscope,True,False
영화사 명랑성,True,False
Mindmark,True,False
Dong A Films,True,False
Doo Sung Cinema,True,False
Door E&M,True,False
Sony Pictures Entertainment Korea,True,False
Bon Factory,False,True
오에이치스토리,False,True
Olive Studio,True,False
Cine Joo,True,False
Knowledge & Creation Ventures,True,False
Eagle Pictures,True,False
Boston Investments,True,False
Hong Seong-Ki Production,True,False
MereCinema,True,False
Big Ocean ENM,False,True
Shamon Freitas and Company,True,False
Kortop Media,True,False
Metropolitan Films International,True,False
Musa Productions,True,False
Ken-On,True,False
INDIE SPACE,True,False
Bl!nk,False,True
Samsung Entertainment,True,True
Dong-a Export,True,False
Iconix Entertainment,False,True
Les films du Worso,True,False
The Sam Company,True,False
Tongyeong Samkwang Film Company,True,False
Mog Interative,True,False
Production SAKO,True,False
Applause Pictures,True,False
JWELL Entertainment,True,False
Arirang TV,True,False
㈜안다미로,True,False
nextory,True,False
HY Films,True,False
KS2 Productions,False,True
Happy Movies,False,True
Gyro Pictures,True,False
Dasepo Club,True,False
BaekDu-DaeGan Flims,True,False
The Korea Times,True,False
Goldstar Films [kr],True,False
Film JoseE,True,False
Nam-a Pictures,True,False
Aram Pictures Inc.,True,False
RMJC,True,False
How Pictures,False,True
Dark Circle Pictures,True,True
Motif Pictures,True,False
Cinemacat Pictures,True,False
Saehan Industries,True,False
Women in Film Korea,True,False
SCHILDER|mayr,True,False
Digital Nega,True,False
Jumbo Film,False,True
Screen 21,True,False
M Pictures,True,False
MediaNamu Inc.,True,False
Kakao Entertainment,True,True
Hwang Gi-Seong Division,True,False
Cookie Jar Entertainment,False,True
Bluestone Entertainment,True,False
(주)라인필름,True,False
Triple Pictures,True,True
MBC C&I,False,True
eye m,True,False
Mog Pictures (KR),True,False
Goindol,True,False
Prince,True,False
CAT&Docs,True,False
Fís Éireann/Screen Ireland,True,False
Prain Global,True,False
Masulpiri Films,True,False
늘푸른시네마,True,False
Trophy Entertainment,True,False
Kinema Seoul,True,False
Geugdan Sinmudae,True,False
국방TV,False,True
npio Entertainment,False,True
Korea tv,False,True
Star Max,True,False
H house,False,True
Film Workshop,True,False
Griffith University,True,False
Hanmac Films,True,False
"Doc Air Co., Ltd",True,False
M-Venture Investment,True,False
Shoreline Entertainment,True,False
Chez Wam,False,True
영화사 연필,True,False
Dae Han Film,True,False
"Dae Young Films Co., Ltd",True,False
Broedmachine,True,False
Myung Bo Film Co.,True,False
GnG Production,False,True
MCMC,True,False
HBT,True,False
Tiger Studio,True,True
ExitFactory,True,False
Big Stone Pictures,True,False
On The Road,True,False
9ers Entertainment,True,False
Jininsa Films,True,False
Human Nature,False,True
Atnine Film,True,False
Bae Chang-ho Production,True,False
BY4M Studio,True,False
Jeju Film Commission,True,False
Danseongsa,True,False
REALTHING,False,True
Gemstone Pictures,True,False
(주)샤이커뮤니케이션즈,True,False
Inchang Film,True,False
99film,True,False
The Tower Pictures,True,False
Relay Film,True,False
Studio DUMA,True,False
Hwarang Film Company,True,False
NBCUniversal,False,True
Bamboo Network,False,True
Docu-Factory Vista,True,False
Stillking Films,True,False
에이원 미디어,True,False
Suh Se-Won Production Co. Ltd.,True,False
Chosun Kinema,True,False
KT,True,False
Doosaboo Film,True,False
Metro-Goldwyn-Mayer,True,False
Film 295,True,False
Argus Film,True,False
ONF | NFB,True,False
Daegu Film Studio,True,False
Chosun Film Company,True,False
GTist,False,True
Studio Bazooka,True,True
Dream Movie Entertainment Ltd.,False,True
Zuzac,True,False
Airing TV,False,True
K.B.S. Productions Inc.,False,True
Tiger Cinema,True,False
Artist Company,True,True
webdramaBOX,False,True
The Whale Company,True,False
Namyang Planning,True,False
JOA-film,True,False
Contents Wavve,True,True
JP E&M,False,True
G21M,True,False
스튜디오 605,False,True
Jowoo Entertainment,True,False
Freecom,True,False
Lewis Pictures,True,False
Unity Broadcasting Network (UBN),True,False
파이오니아21,True,False
Firstman Studio,False,True
inolmedia,True,False
Dongyang Productions,True,False
Ecole nationale supérieure des Arts Décoratifs,True,False
GlowFly Pictures,True,True
Let Studio,True,False
Oriental Talkie Studio,True,False
Apeitda,True,False
Stone Sound Works,True,False
Sindbad Production,True,False
JAYE ENTERTAINMENT,False,True
Momentum Entertainment,True,False
Han-Hong Movies,True,False
Chun-il Productions,True,False
Zak Productions,False,True
IM Pictures,True,False
CN Entertainment Ltd.,True,False
Finite Films and TV,True,False
Creative 0,True,False
Calvin Klein Project,True,False
Anthology Studios,True,True
NAVER,True,True
Free Will Company,False,True
Show Runners,False,True
Soran Playment,True,False
VOO,True,False
씨네넷,True,False
Vantage Holdings,True,False
Kim Taekyun Production,True,False
AVANT-GARDE FILM,True,False
여성영상집단 반이다,True,False
Mitte des Lebens,True,False
Hazz,False,True
1012 Studio,False,True
Red Dog Culture House,True,False
Banzakbanzak Film Production,True,False
Samyoung Film,True,False
ARTE,True,False
SK Telecom,True,False
Cowell,True,False
Five Star Production,True,False
walkhousecompany,True,False
SMARTSTUDY,True,False
One Take Film,True,False
RBW Inc.,True,False
N7 Film,True,False
Orange Sky Golden Harvest,True,False
Best Entertainment AG,True,False
Seoul Donghwa,True,False
Kukje Film,True,False
SBS Productions,True,False
LANCOME,True,False
Flying Tiger Pictures,True,False
(주)룬컴퍼니,True,False
Young Venture Cinema,True,False
JUNE Film,True,False
Cubros,True,False
Digiview Entertainment,True,False
PLOT,True,False
Dream Venture Capital,True,False
TV Asahi,True,False
스마일컨텐츠,True,False
KRCG,True,False
Studio N,True,True
Zero Nine Entertainment,True,False
Daeseong Films,True,False
Sio Film,True,False
Bound Entertainment,False,True
Goldmoon Film,True,False
Chowon Film,True,False
"Ashubia Animaton Productions Co., Ltd.",True,False
Blitzway Studios,False,True
Shakabuku Films,True,False
Alfred Image Works,True,False
GE Production,True,False
Hanrim Films,True,False
넥스트 유나이티드,True,False
Fortissimo Films,True,False
Amazon Studios,False,True
Everybody Movies,True,False
Aim High Pictures,True,False
연아영화공사,True,False
Sensitive Bear,True,False
Jung Ji-woo Film,True,False
SBS,False,True
Happy Together Pictures,True,False
Jo-in Entertainment,True,False
Japari Film,True,False
Vox3 Films,True,False
Perfect Storm Film,True,True
Woosang Pictures,True,True
SOIL FILM,True,False
나이테일즈 코리아,True,False
Sidus FNH-Benex Cinema Fund 1,True,False
Daewon Productions,True,True
Will Entertainment,True,True
Donga Cultural Society,True,False
영화사 만화경,True,False
Park Kwang-su Film,True,False
"Tae Yang Films Co., Ltd",True,False
Fun and Happiness Film,True,False
(주)굿스토리,False,True
Seesaw Pictures,True,False
Bazelevs Production,True,False
SAMG Animation,True,False
KT Capital Corporation,True,False
Beijing Sky Wheel Media,True,False
Tokyo University of the Arts,True,False
ABC Studios,False,True
kth,True,False
Eun-Suk Film,True,False
Chosun Film Works,True,False
STUDIO101,True,False
닷 팩토리,True,False
Korean Academy of Animation Art,True,False
Yeongnam Film Company,True,False
Rune Company [kr],True,False
Geo Entertainment,True,False
Lotte Entertainment,True,True
Sway Entertainment,True,False
Woori Investment Co.,True,True
M & R Films,True,False
JTBC,True,True
HAK Production,True,False
Myung Films Lab,True,False
Gala Enterprises,True,False
Doolynara,True,False
Se Kyung Enterprises Inc.,True,False
Nickelodeon Animation Studio,False,True
Daejo Film Company,True,False
필름소년,True,False
Raemongraein,False,True
Funcreative,True,False
cinegut,True,False
Basic Pictures,True,False
Iljin Production,True,False
Studio Nameless,True,False
super action,False,True
Cinesopa,True,False
Bangkok Film Studio,True,False
Hoga Entertainment Signal Pictures,False,True
Good Pictures,True,False
NHN Bugs,False,True
Barunson E&A,True,True
Yushin Kinema,True,False
WIL Productions,True,False
Sol Entertainment (KR),True,False
Neo Entertainment,False,True
Pareto Works,True,False
D.seeD,True,False
Oh!Boy Project,False,True
"Asea Films Co., Ltd",True,False
STUDIO X+U,False,True
Picturesque,False,True
Eye Entertainment,True,False
Saehan Films,True,False
Dan-sung Cinema,True,False
RedPeter Film,True,True
Nongbu Film,True,False
cpbc,True,False
Monster Union,True,True
Raging Bull Productions,True,False
Blossom Story,False,True
Avex Entertainment,True,False
Mercury Rising Films,True,False
Continent-Kinema,True,False
Seoul Film Collective,True,False
스토리퐁,True,False
Cinus Entertainment,True,False
Oriental film company [kr],True,False
"Woo Sung Entertainment, Inc.",True,False
Dongyang Production,True,False
PTS,True,False
Hanlip Industrial,True,False
The Walt Disney Company Korea,True,False
Guilin,True,False
Mirovision,True,False
Nicetop Independent Ltd,True,False
Central Kinemasa,True,False
CJ CGV,True,False
Fingerprint Pictures,True,False
Filmy Wiktora,True,False
Australian Film Television and Radio School,True,False
Hanyoung Culture & Technology,True,False
ROSETTA CINEMA,True,False
Division of Film Productions of the Korean Workers' Party,True,False
SRS Cinema,True,False
Korea Pictures,True,False
LAFTEL,False,True
Shin Brothers Motion Picture Company,True,False
Kim Young-Sun Production,True,False
Cine21,True,False
헬로콘텐츠,False,True
Studio Phoenix,False,True
Film Company RAM,True,False
Hive Media Corp,True,True
AsianCrush,True,False
Beyond Live,True,False
Haegrimm Pictures,True,False
Mays Entertainment,True,True
佛山珈宸影视文化有限公司,True,False
Miin Pictures,True,False
North by Northwest Entertainment,True,False
Pioneer 21,True,False
Third World Newsreel,True,False
Smiley Face,True,False
Zhonggao Haoyisi (Beijing) Film and Culture Development Co.,True,False
"Asia Films Co., Ltd.",True,False
TOHO,True,False
(주)유비컬쳐,True,True
SCS Entertainment,True,False
about Film,True,False
Cinema Dal,True,False
Invent Stone,True,False
Dongguk University Graduate School of Video Video Culture Contents Research Institute,True,False
Kimjaehoon Campany,True,False
Sacrebleu Productions,True,False
Green Tree Pictures,True,False
Storyset,True,False
Supermoon Pictures,False,True
ABO Entertainment,True,False
Daisy Entertainment,True,False
BITCH PICTURES,True,False
Cineclick Asia,True,False
Baeknam Yoon Production,True,False
Daekwang Film History,True,False
영화사 연두,True,False
Mirospace,True,False
Fuji Television Network,True,True
Zen Pictures,True,False
Voice Factory,True,False
Studio Coming Soon,False,True
ATO,True,False
Kookmin Venture Capital,True,False
Bada Entertainment,True,False
Olive,False,True
Gloria Films,True,False
Studio Animal,True,True
iLoveCinema,True,False
Zealarabi Pictures,True,False
Paranoi Future Cinema Lab,True,False
이안픽처스,True,False
Mano Entertainment,True,False
